row_index,wav_path,speaker_id,gender,nativeness,reference_raw,reference_norm,prediction_base_raw,prediction_ablated_raw,prediction_base_norm,prediction_ablated_norm,wer_base,wer_ablated,wer_delta,cer_base,cer_ablated,cer_delta,ablation_layer,error,transcript_path,reference_fixed_raw,transcript_error,reference_fixed_norm,prediction_base_norm_fixed,prediction_ablated_norm_fixed,wer_base_fixed,wer_ablated_fixed,wer_delta_fixed,cer_base_fixed,cer_ablated_fixed,cer_delta_fixed
2604,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker18/sentence9/Sp18_F_S9_3.wav,NN_Sp18_F,F,non_native,9,9, صلى الله على نبينا محمد وعلى آله وصحبه أجمعين, صلى الله على نبينا محمد وعلى آله وصحبه أجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,9.0,9.0,0.0,45.0,45.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp18_F_S9.txt,صلى الله على نبينا محمد و على آله و صحبه أجمعين,,صلي الله علي نبينا محمد و علي اله و صحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,0.36363636363636365,0.36363636363636365,0.0,0.0425531914893617,0.0425531914893617,0.0
2605,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker18/sentence9/Sp18_F_S9_4.wav,NN_Sp18_F,F,non_native,9,9, صلى الله على نبينا محمد وعلى آله وصحبه أجمعين, صلى الله على نبينا محمد وعلى آله وصحبه أجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,9.0,9.0,0.0,45.0,45.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp18_F_S9.txt,صلى الله على نبينا محمد و على آله و صحبه أجمعين,,صلي الله علي نبينا محمد و علي اله و صحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,0.36363636363636365,0.36363636363636365,0.0,0.0425531914893617,0.0425531914893617,0.0
2606,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker18/sentence7/Sp18_F_S7_2.wav,NN_Sp18_F,F,non_native,7,7, مغفرة وعجر عظيمة, مغفرة وعجر عظيمة,مغفره وعجر عظيمه,مغفره وعجر عظيمه,3.0,3.0,0.0,16.0,16.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp18_F_S7.txt,مغفرة و أجراً عظيما,,مغفره و اجرا عظيما,مغفره وعجر عظيمه,مغفره وعجر عظيمه,0.75,0.75,0.0,0.2222222222222222,0.2222222222222222,0.0
2607,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker18/sentence7/Sp18_F_S7_4.wav,NN_Sp18_F,F,non_native,7,7, مغفرة وعجرا عظيما, مغفرة وعجرا عظيما,مغفره وعجرا عظيما,مغفره وعجرا عظيما,3.0,3.0,0.0,17.0,17.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp18_F_S7.txt,مغفرة و أجراً عظيما,,مغفره و اجرا عظيما,مغفره وعجرا عظيما,مغفره وعجرا عظيما,0.5,0.5,0.0,0.1111111111111111,0.1111111111111111,0.0
2608,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker18/sentence7/Sp18_F_S7_3.wav,NN_Sp18_F,F,non_native,7,7, مغفرة وعجرا عزيما, مغفرة وعجرا عزيما,مغفره وعجرا عزيما,مغفره وعجرا عزيما,3.0,3.0,0.0,17.0,17.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp18_F_S7.txt,مغفرة و أجراً عظيما,,مغفره و اجرا عظيما,مغفره وعجرا عزيما,مغفره وعجرا عزيما,0.75,0.75,0.0,0.16666666666666666,0.16666666666666666,0.0
2609,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker18/sentence7/Sp18_F_S7_1.wav,NN_Sp18_F,F,non_native,7,7, مغفرة وعجغا عظيما, مغفرة وعجغا عظيما,مغفره وعجغا عظيما,مغفره وعجغا عظيما,3.0,3.0,0.0,17.0,17.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp18_F_S7.txt,مغفرة و أجراً عظيما,,مغفره و اجرا عظيما,مغفره وعجغا عظيما,مغفره وعجغا عظيما,0.5,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0
2610,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker18/sentence7/Sp18_F_S7_5.wav,NN_Sp18_F,F,non_native,7,7, مغفرة وعجرا عظيما, مغفرة وعجرا عظيما,مغفره وعجرا عظيما,مغفره وعجرا عظيما,3.0,3.0,0.0,17.0,17.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp18_F_S7.txt,مغفرة و أجراً عظيما,,مغفره و اجرا عظيما,مغفره وعجرا عظيما,مغفره وعجرا عظيما,0.5,0.5,0.0,0.1111111111111111,0.1111111111111111,0.0
2611,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker18/sentence4/Sp18_F_S4_2.wav,NN_Sp18_F,F,non_native,4,4, غير المغضوب عليهم ولا الضالين, غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,5.0,5.0,0.0,29.0,29.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp18_F_S4.txt,غير المغضوب عليهم و لا الضالين,,غير المغضوب عليهم و لا الضالين,غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,0.3333333333333333,0.3333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.0
2612,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker18/sentence4/Sp18_F_S4_4.wav,NN_Sp18_F,F,non_native,4,4, غير المغضوب عليهم ولا الضالين, غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,5.0,5.0,0.0,29.0,29.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp18_F_S4.txt,غير المغضوب عليهم و لا الضالين,,غير المغضوب عليهم و لا الضالين,غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,0.3333333333333333,0.3333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.0
2613,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker18/sentence4/Sp18_F_S4_1.wav,NN_Sp18_F,F,non_native,4,4, غير المغضوب عليهم ولا الضالين, غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,5.0,5.0,0.0,29.0,29.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp18_F_S4.txt,غير المغضوب عليهم و لا الضالين,,غير المغضوب عليهم و لا الضالين,غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,0.3333333333333333,0.3333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.0
2614,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker18/sentence4/Sp18_F_S4_3.wav,NN_Sp18_F,F,non_native,4,4, غير المغضوب عليهم ولا الضالين, غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,5.0,5.0,0.0,29.0,29.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp18_F_S4.txt,غير المغضوب عليهم و لا الضالين,,غير المغضوب عليهم و لا الضالين,غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,0.3333333333333333,0.3333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.0
2615,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker18/sentence4/Sp18_F_S4_5.wav,NN_Sp18_F,F,non_native,4,4, غير المغضوب عليهم ولا الضالين, غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,5.0,5.0,0.0,29.0,29.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp18_F_S4.txt,غير المغضوب عليهم و لا الضالين,,غير المغضوب عليهم و لا الضالين,غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,0.3333333333333333,0.3333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.0
2616,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker18/sentence2/Sp18_F_S2_4.wav,NN_Sp18_F,F,non_native,2,2, إياك نعبد وإياك نستعين, إياك نعبد وإياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp18_F_S2.txt,إياك نعبد و إياك نستعين,,اياك نعبد و اياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,0.4,0.4,0.0,0.043478260869565216,0.043478260869565216,0.0
2617,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker18/sentence2/Sp18_F_S2_3.wav,NN_Sp18_F,F,non_native,2,2, إياك نعبد وإياك نستعين, إياك نعبد وإياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp18_F_S2.txt,إياك نعبد و إياك نستعين,,اياك نعبد و اياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,0.4,0.4,0.0,0.043478260869565216,0.043478260869565216,0.0
2618,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker18/sentence2/Sp18_F_S2_1.wav,NN_Sp18_F,F,non_native,2,2, إياك نعبد وإياك نستعين, إياك نعبد وإياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp18_F_S2.txt,إياك نعبد و إياك نستعين,,اياك نعبد و اياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,0.4,0.4,0.0,0.043478260869565216,0.043478260869565216,0.0
2619,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker18/sentence2/Sp18_F_S2_2.wav,NN_Sp18_F,F,non_native,2,2, إياك نعبد وإياك نستعين, إياك نعبد وإياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp18_F_S2.txt,إياك نعبد و إياك نستعين,,اياك نعبد و اياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,0.4,0.4,0.0,0.043478260869565216,0.043478260869565216,0.0
2620,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker18/sentence2/Sp18_F_S2_5.wav,NN_Sp18_F,F,non_native,2,2, إياك نعبد وإياك نستعين, إياك نعبد وإياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp18_F_S2.txt,إياك نعبد و إياك نستعين,,اياك نعبد و اياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,0.4,0.4,0.0,0.043478260869565216,0.043478260869565216,0.0
2621,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker19/sentence3/Sp19_F_S3_2.wav,NN_Sp19_F,F,non_native,3,3, صراط الذين أنعمت عليهم, صراط الذين أنعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp19_F_S3.txt,صراط الذين أنعمت عليهم,,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,0.0,0.0,0.0,0.0,0.0,0.0
2622,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker19/sentence3/Sp19_F_S3_3.wav,NN_Sp19_F,F,non_native,3,3, صراط الذين أنعمت عليهم, صراط الذين أنعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp19_F_S3.txt,صراط الذين أنعمت عليهم,,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,0.0,0.0,0.0,0.0,0.0,0.0
2623,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker19/sentence3/Sp19_F_S3_1.wav,NN_Sp19_F,F,non_native,3,3, صراط الذين أنعمت عليهم, صراط الذين أنعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp19_F_S3.txt,صراط الذين أنعمت عليهم,,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,0.0,0.0,0.0,0.0,0.0,0.0
2624,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker19/sentence3/Sp19_F_S3_5.wav,NN_Sp19_F,F,non_native,3,3, صراط الذين أنعمت عليهم, صراط الذين أنعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp19_F_S3.txt,صراط الذين أنعمت عليهم,,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,0.0,0.0,0.0,0.0,0.0,0.0
2625,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker19/sentence3/Sp19_F_S3_4.wav,NN_Sp19_F,F,non_native,3,3, صراط الذين أنعمت عليهم, صراط الذين أنعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp19_F_S3.txt,صراط الذين أنعمت عليهم,,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,0.0,0.0,0.0,0.0,0.0,0.0
2626,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker19/sentence5/Sp19_F_S5_3.wav,NN_Sp19_F,F,non_native,5,5, تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا, تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,8.0,8.0,0.0,43.0,43.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp19_F_S5.txt,تراهم ركعاً سجداً يبتغون فضلاً من الله و رضوانا,,تراهم ركعا سجدا يبتغون فضلا من الله و رضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,0.2222222222222222,0.2222222222222222,0.0,0.022727272727272728,0.022727272727272728,0.0
2627,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker19/sentence5/Sp19_F_S5_5.wav,NN_Sp19_F,F,non_native,5,5, تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا, تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,8.0,8.0,0.0,43.0,43.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp19_F_S5.txt,تراهم ركعاً سجداً يبتغون فضلاً من الله و رضوانا,,تراهم ركعا سجدا يبتغون فضلا من الله و رضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,0.2222222222222222,0.2222222222222222,0.0,0.022727272727272728,0.022727272727272728,0.0
2628,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker19/sentence5/Sp19_F_S5_1.wav,NN_Sp19_F,F,non_native,5,5, تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا, تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,8.0,8.0,0.0,43.0,43.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp19_F_S5.txt,تراهم ركعاً سجداً يبتغون فضلاً من الله و رضوانا,,تراهم ركعا سجدا يبتغون فضلا من الله و رضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,0.2222222222222222,0.2222222222222222,0.0,0.022727272727272728,0.022727272727272728,0.0
2629,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker19/sentence5/Sp19_F_S5_6.wav,NN_Sp19_F,F,non_native,5,5, تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا, تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,8.0,8.0,0.0,43.0,43.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp19_F_S5.txt,تراهم ركعاً سجداً يبتغون فضلاً من الله و رضوانا,,تراهم ركعا سجدا يبتغون فضلا من الله و رضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,0.2222222222222222,0.2222222222222222,0.0,0.022727272727272728,0.022727272727272728,0.0
2630,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker19/sentence5/Sp19_F_S5_4.wav,NN_Sp19_F,F,non_native,5,5, تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا, تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,8.0,8.0,0.0,43.0,43.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp19_F_S5.txt,تراهم ركعاً سجداً يبتغون فضلاً من الله و رضوانا,,تراهم ركعا سجدا يبتغون فضلا من الله و رضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,0.2222222222222222,0.2222222222222222,0.0,0.022727272727272728,0.022727272727272728,0.0
2631,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker19/sentence5/Sp19_F_S5_2.wav,NN_Sp19_F,F,non_native,5,5, تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا, تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,8.0,8.0,0.0,43.0,43.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp19_F_S5.txt,تراهم ركعاً سجداً يبتغون فضلاً من الله و رضوانا,,تراهم ركعا سجدا يبتغون فضلا من الله و رضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,0.2222222222222222,0.2222222222222222,0.0,0.022727272727272728,0.022727272727272728,0.0
2632,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker19/sentence6/Sp19_F_S6_4.wav,NN_Sp19_F,F,non_native,6,6, وعد الله الذين آمنوا وعملوا الصالحات, وعد الله الذين آمنوا وعملوا الصالحات,وعد الله الذين امنوا وعملوا الصالحات,وعد الله الذين امنوا وعملوا الصالحات,6.0,6.0,0.0,36.0,36.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp19_F_S6.txt,وعد الله الذين آمنوا و عملوا الصالحات,,وعد الله الذين امنوا و عملوا الصالحات,وعد الله الذين امنوا وعملوا الصالحات,وعد الله الذين امنوا وعملوا الصالحات,0.2857142857142857,0.2857142857142857,0.0,0.02702702702702703,0.02702702702702703,0.0
2633,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker19/sentence6/Sp19_F_S6_3.wav,NN_Sp19_F,F,non_native,6,6, وعد الله الذين آمنوا وعملوا الصالحات, وعد الله الذين آمنوا وعملوا الصالحات,وعد الله الذين امنوا وعملوا الصالحات,وعد الله الذين امنوا وعملوا الصالحات,6.0,6.0,0.0,36.0,36.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp19_F_S6.txt,وعد الله الذين آمنوا و عملوا الصالحات,,وعد الله الذين امنوا و عملوا الصالحات,وعد الله الذين امنوا وعملوا الصالحات,وعد الله الذين امنوا وعملوا الصالحات,0.2857142857142857,0.2857142857142857,0.0,0.02702702702702703,0.02702702702702703,0.0
2634,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker19/sentence6/Sp19_F_S6_2.wav,NN_Sp19_F,F,non_native,6,6, وعد الله الذين آمنوا وعملوا الصالحات, وعد الله الذين آمنوا وعملوا الصالحات,وعد الله الذين امنوا وعملوا الصالحات,وعد الله الذين امنوا وعملوا الصالحات,6.0,6.0,0.0,36.0,36.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp19_F_S6.txt,وعد الله الذين آمنوا و عملوا الصالحات,,وعد الله الذين امنوا و عملوا الصالحات,وعد الله الذين امنوا وعملوا الصالحات,وعد الله الذين امنوا وعملوا الصالحات,0.2857142857142857,0.2857142857142857,0.0,0.02702702702702703,0.02702702702702703,0.0
2635,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker19/sentence6/Sp19_F_S6_5.wav,NN_Sp19_F,F,non_native,6,6, وعد الله الذين آمنوا وعملوا الصالحات, وعد الله الذين آمنوا وعملوا الصالحات,وعد الله الذين امنوا وعملوا الصالحات,وعد الله الذين امنوا وعملوا الصالحات,6.0,6.0,0.0,36.0,36.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp19_F_S6.txt,وعد الله الذين آمنوا و عملوا الصالحات,,وعد الله الذين امنوا و عملوا الصالحات,وعد الله الذين امنوا وعملوا الصالحات,وعد الله الذين امنوا وعملوا الصالحات,0.2857142857142857,0.2857142857142857,0.0,0.02702702702702703,0.02702702702702703,0.0
2636,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker19/sentence6/Sp19_F_S6_1.wav,NN_Sp19_F,F,non_native,6,6, وعد الله الذين آمنوا وعملوا الصالحات, وعد الله الذين آمنوا وعملوا الصالحات,وعد الله الذين امنوا وعملوا الصالحات,وعد الله الذين امنوا وعملوا الصالحات,6.0,6.0,0.0,36.0,36.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp19_F_S6.txt,وعد الله الذين آمنوا و عملوا الصالحات,,وعد الله الذين امنوا و عملوا الصالحات,وعد الله الذين امنوا وعملوا الصالحات,وعد الله الذين امنوا وعملوا الصالحات,0.2857142857142857,0.2857142857142857,0.0,0.02702702702702703,0.02702702702702703,0.0
2637,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker19/sentence10/Sp19_F_S10_5.wav,NN_Sp19_F,F,non_native,10,10, سبحان الله وبحمده سبحان الله العظيم, سبحان الله وبحمده سبحان الله العظيم,سبحان الله وبحمده سبحان الله العظيم,سبحان الله وبحمده سبحان الله العظيم,6.0,6.0,0.0,17.5,17.5,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp19_F_S10.txt,سبحان الله و بحمده سبحان الله العظيم,,سبحان الله و بحمده سبحان الله العظيم,سبحان الله وبحمده سبحان الله العظيم,سبحان الله وبحمده سبحان الله العظيم,0.2857142857142857,0.2857142857142857,0.0,0.027777777777777776,0.027777777777777776,0.0
2638,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker19/sentence10/Sp19_F_S10_1.wav,NN_Sp19_F,F,non_native,10,10, سبحان الله وبحمده سبحان الله العظيم, سبحان الله وبحمده سبحان الله العظيم,سبحان الله وبحمده سبحان الله العظيم,سبحان الله وبحمده سبحان الله العظيم,6.0,6.0,0.0,17.5,17.5,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp19_F_S10.txt,سبحان الله و بحمده سبحان الله العظيم,,سبحان الله و بحمده سبحان الله العظيم,سبحان الله وبحمده سبحان الله العظيم,سبحان الله وبحمده سبحان الله العظيم,0.2857142857142857,0.2857142857142857,0.0,0.027777777777777776,0.027777777777777776,0.0
2639,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/speaker19/sentence10/Sp19_F_S10_4.wav,NN_Sp19_F,F,non_native,10,10, سبحان الله وبحمده سبحان الله العظيم, سبحان الله وبحمده سبحان الله العظيم,سبحان الله وبحمده سبحان الله العظيم,سبحان الله وبحمده سبحان الله العظيم,6.0,6.0,0.0,17.5,17.5,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/non_native_speakers/Females/transcript/Sp19_F_S10.txt,سبحان الله و بحمده سبحان الله العظيم,,سبحان الله و بحمده سبحان الله العظيم,سبحان الله وبحمده سبحان الله العظيم,سبحان الله وبحمده سبحان الله العظيم,0.2857142857142857,0.2857142857142857,0.0,0.027777777777777776,0.027777777777777776,0.0
